Location;CountyGeoId;NAME
43.3567673364,-92.3171989039;19089;Howard County
37.3527152683,-88.0972226536;21055;Crittenden County
41.5674402954,-98.5212445201;31077;Greeley County
40.5240610865,-97.1409086996;31151;Saline County
32.7505866271,-81.6119345544;13251;Screven County
37.6047919172,-79.1451431275;51009;Amherst County
17.9530033162,-66.3866938243;72133;Santa Isabel Municipio
34.8807714578,-88.5802645599;28003;Alcorn County
45.1523823451,-95.0047424624;27067;Kandiyohi County
31.3661921291,-101.523008414;48383;Reagan County
35.0060483545,-79.7477780226;37153;Richmond County
44.0221236545,-93.5872832229;27161;Waseca County
34.5767017575,-93.150399652;05051;Garland County
37.2809053404,-92.8758770268;29225;Webster County
33.9574736745,-91.7333211971;05079;Lincoln County
48.2452683995,-93.7833663013;27071;Koochiching County
37.0530460164,-89.5685146862;29201;Scott County
43.0103267267,-76.5743582093;36011;Cayuga County
44.3695852597,-97.491476123;46077;Kingsbury County
45.7055576976,-89.5218199491;55085;Oneida County
43.560975208,-73.8460059552;36113;Warren County
47.7764366569,-123.576473816;53031;Jefferson County
30.010805099,-95.9876533263;48473;Waller County
38.4226080428,-76.0833253109;24019;Dorchester County
39.9167779156,-83.7838897267;39023;Clark County
33.544295273,-81.6346948405;45003;Aiken County
42.1351123414,-72.6316491133;25013;Hampden County
37.6583184627,-92.590351423;29105;Laclede County
31.8027084904,-85.9409081483;01109;Pike County
32.5910175308,-88.1987896089;01119;Sumter County
33.3800616097,-86.1659036872;01121;Talladega County
37.1126355072,-90.4614294536;29223;Wayne County
41.4461591184,-76.5121412893;42113;Sullivan County
37.731927576,-79.3568295188;51530;Buena Vista city
42.1581860579,-96.5440972071;31173;Thurston County
37.5052112298,-76.9973400492;51127;New Kent County
41.6841906978,-83.4682747823;39095;Lucas County
29.8572816038,-95.3923371044;48201;Harris County
34.6463905658,-83.747108233;13311;White County
48.162897037,-122.575262954;53029;Island County
40.7532343253,-91.9499782974;19177;Van Buren County
32.3859736952,-85.6926686622;01087;Macon County
36.4449435708,-76.7005266521;37073;Gates County
44.3039525837,-91.3584515501;55121;Trempealeau County
42.1769034689,-98.0666853094;31003;Antelope County
30.0262964539,-90.7963157853;22093;St. James Parish
46.3324239679,-111.495486653;30007;Broadwater County
34.0244909939,-79.7029792115;45041;Florence County
32.325973709,-87.1064763258;01047;Dallas County
32.7803142142,-90.3964479749;28163;Yazoo County
41.3364654753,-92.1786423155;19107;Keokuk County
37.4596486226,-88.8809285275;17087;Johnson County
42.3362603021,-89.1608658488;17201;Winnebago County
38.318172839,-83.0495338272;21043;Carter County
48.8296158722,-121.872821263;53073;Whatcom County
35.4751864248,-79.1714836119;37105;Lee County
35.6426343016,-87.858966744;47135;Perry County
36.8590007836,-76.3567086184;51740;Portsmouth city
32.9326627045,-109.887451628;04009;Graham County
35.0219948491,-90.7478115543;05123;St. Francis County
32.0469291804,-96.4724850654;48349;Navarro County
45.7721844848,-96.4716413553;27155;Traverse County
30.3937798122,-89.4745620917;28045;Hancock County
37.0540793189,-88.71271926;21145;McCracken County
37.6584480026,-87.9453835494;21225;Union County
35.1986760952,-88.1844851879;47071;Hardin County
34.0800586214,-79.362510123;45067;Marion County
32.1571759799,-83.7987668507;13093;Dooly County
42.1330537308,-104.965815501;56031;Platte County
41.4705726437,-82.5763150918;39043;Erie County
42.0365026335,-93.9316370877;19015;Boone County
32.8434261558,-80.6496843171;45029;Colleton County
44.4123213669,-100.735943173;46117;Stanley County
37.0584319295,-88.9993411296;21007;Ballard County
48.4326760914,-108.958601602;30005;Blaine County
37.0635610525,-80.714385637;51155;Pulaski County
40.7391440172,-95.1501748646;19145;Page County
38.3570143624,-113.235717851;49001;Beaver County
31.0378936572,-83.0626533592;13173;Lanier County
29.7082609899,-94.6713769479;48071;Chambers County
36.5095802749,-106.693083681;35039;Rio Arriba County
37.5571191153,-79.8123170828;51023;Botetourt County
42.781081385,-76.8237785954;36099;Seneca County
32.7463149294,-100.916407078;48415;Scurry County
44.0763500067,-99.2049557543;46017;Buffalo County
37.4608189464,-86.3438765333;21085;Grayson County
37.6433385983,-114.877539979;32017;Lincoln County
37.258049088,-93.3419904743;29077;Greene County
36.7419423399,-86.582320534;21213;Simpson County
42.0362403729,-94.3968169905;19073;Greene County
30.1264602387,-90.4708835924;22095;St. John the Baptist Parish
37.7713611083,-81.2486346747;54081;Raleigh County
44.3428004034,-86.3641128583;26101;Manistee County
36.422718944,-99.265080664;40153;Woodward County
37.7071366717,-89.8244110855;29157;Perry County
42.0798117536,-92.5325425886;19171;Tama County
29.6346233871,-91.4729263457;22101;St. Mary Parish
34.4750152607,-85.3452913609;13055;Chattooga County
34.3915831664,-79.3788986183;45033;Dillon County
41.2200386132,-98.5170946378;31093;Howard County
38.446389504,-120.651115621;06005;Amador County
34.5299582294,-102.261669894;48069;Castro County
42.5936732732,-86.2917651855;26005;Allegan County
37.9781820266,-77.9628583492;51109;Louisa County
28.300314142,-80.7012054832;12009;Brevard County
34.0218460217,-80.9030859572;45079;Richland County
30.8746728358,-84.2344263446;13131;Grady County
46.1484599385,-112.093784553;30043;Jefferson County
36.1184426301,-84.198463003;47001;Anderson County
41.5602875792,-84.5881378939;39171;Williams County
42.2847872565,-111.329738822;16007;Bear Lake County
35.8135384798,-89.1395281511;47033;Crockett County
40.1894007554,-80.248244362;42125;Washington County
35.2247812957,-95.1166498604;40061;Haskell County
33.2937873448,-85.4590701568;01111;Randolph County
40.0916079241,-82.4831009236;39089;Licking County
39.4954650301,-92.0007352464;29137;Monroe County
35.9966113202,-88.9326248037;47053;Gibson County
35.6169396312,-87.0770139545;47119;Maury County
47.773853549,-96.4018033447;27119;Polk County
35.1970807469,-89.4143720339;47047;Fayette County
36.2114502716,-89.7853789263;29155;Pemiscot County
42.8181212402,-74.0585725636;36093;Schenectady County
41.9874357661,-70.7370759268;25023;Plymouth County
34.2656450828,-78.6550308717;37047;Columbus County
34.6397559581,-80.1586830546;45025;Chesterfield County
44.8288090199,-72.2438064213;50019;Orleans County
30.2292239003,-93.3579451616;22019;Calcasieu Parish
41.5130724363,-79.2360118434;42053;Forest County
33.0765357599,-84.1394626622;13171;Lamar County
30.1213082966,-93.8938981104;48361;Orange County
40.1282548929,-92.1480723868;29103;Knox County
41.7721614458,-77.2542641766;42117;Tioga County
43.0405280973,-108.630418124;56013;Fremont County
39.6203734727,-81.8526618984;39115;Morgan County
40.8456930058,-85.7940056739;18169;Wabash County
44.8235439383,-94.2724202106;27085;McLeod County
46.0175261512,-123.716999161;41007;Clatsop County
30.8974526088,-100.538546044;48413;Schleicher County
36.9338705281,-82.0953569204;51167;Russell County
32.8531388427,-87.9522309156;01063;Greene County
36.0360299243,-78.8765926949;37063;Durham County
26.1518560378,-80.4558842537;12011;Broward County
32.1217203314,-82.3312929099;13279;Toombs County
38.4805374528,-101.805968435;20071;Greeley County
44.0663458318,-98.6296749711;46073;Jerauld County
48.2279328059,-112.226687932;30073;Pondera County
35.4805846794,-104.815897957;35047;San Miguel County
34.356757808,-89.4849192699;28071;Lafayette County
32.9143722298,-85.3920429513;01017;Chambers County
34.5302641047,-101.208593305;48045;Briscoe County
40.3984096201,-77.2622958162;42099;Perry County
31.4284974445,-102.51556846;48103;Crane County
48.2217054336,-101.541784418;38101;Ward County
30.2145304261,-96.4034437639;48477;Washington County
48.792167798,-100.833304016;38009;Bottineau County
41.4368044101,-78.2037773985;42023;Cameron County
36.3353843636,-89.493466796;47095;Lake County
31.9892401922,-87.3082017869;01131;Wilcox County
33.9972551652,-94.2412727038;05133;Sevier County
43.5938619334,-90.8343823934;55123;Vernon County
38.0037403985,-108.405922131;08113;San Miguel County
27.1863023348,-81.8094429515;12027;DeSoto County
41.4667862464,-72.1065129033;09011;New London County
41.334373461,-93.5613593647;19181;Warren County
37.5501871513,-77.9151942586;51145;Powhatan County
43.0600413474,-92.3176637461;19037;Chickasaw County
40.7746843377,-82.5364843947;39139;Richland County
39.9879052609,-91.1884921409;17001;Adams County
46.4573445763,-99.4774139048;38047;Logan County
37.4192050035,-83.6831118762;21189;Owsley County
38.4137041563,-78.2792244734;51113;Madison County
34.3736483159,-96.0378479139;40005;Atoka County
40.0274157084,-89.8021776433;17129;Menard County
38.5347120041,-76.5305644689;24009;Calvert County
36.2574485453,-77.6517329831;37083;Halifax County
42.7934613757,-120.38733759;41037;Lake County
34.316890097,-83.81967864;13139;Hall County
37.2784856293,-79.9580837461;51770;Roanoke city
35.8579354045,-103.820048707;35021;Harding County
32.0414016703,-88.6894044448;28023;Clarke County
40.1332239754,-84.6193191365;39037;Darke County
46.2974982725,-117.907842238;53013;Columbia County
31.8691599476,-102.031609284;48329;Midland County
38.0423302608,-84.4587221937;21067;Fayette County
45.589722978,-98.3516118048;46013;Brown County
44.6057305617,-72.6414291047;50015;Lamoille County
35.869381374,-106.307385105;35028;Los Alamos County
36.0105961,-104.944975073;35033;Mora County
63.8762960012,-143.211992263;02240;Southeast Fairbanks Census Area
40.2396222297,-89.9168137955;17125;Mason County
48.1102917179,-123.934213907;53009;Clallam County
38.8295152487,-76.8472924091;24033;Prince George's County
43.2853462355,-123.179556863;41019;Douglas County
37.5181798892,-88.2667801291;17069;Hardin County
35.2903672637,-98.9922233091;40149;Washita County
41.4252272843,-78.6490862597;42047;Elk County
33.9617197861,-84.0236132972;13135;Gwinnett County
37.0760435997,-76.5164553837;51700;Newport News city
45.5190279208,-121.651091385;41027;Hood River County
35.5560557128,-82.9821729698;37087;Haywood County
32.3484295414,-96.7944846878;48139;Ellis County
43.4292261998,-70.6701460671;23031;York County
32.0784621843,-84.8352023744;13259;Stewart County
42.9883723478,-97.8846508535;46009;Bon Homme County
38.083736798,-89.3670210808;17145;Perry County
42.2838809992,-113.600088287;16031;Cassia County
41.9149937091,-101.740518753;31075;Grant County
27.0315726438,-98.2187211196;48047;Brooks County
32.3062117521,-100.921228654;48335;Mitchell County
43.0599208476,-92.7890033704;19067;Floyd County
44.7891558271,-88.7654354834;55115;Shawano County
41.4525115243,-82.1514904737;39093;Lorain County
34.6404621514,-105.850819579;35057;Torrance County
33.0884910001,-89.0344291744;28159;Winston County
30.7863379319,-96.9768199136;48331;Milam County
40.610413019,-77.6170419931;42087;Mifflin County
31.8055957772,-82.6369408916;13161;Jeff Davis County
38.843539656,-92.8101191097;29053;Cooper County
26.0992389901,-81.3809730552;12021;Collier County
69.3634118461,-153.510605515;02185;North Slope Borough
37.1106705529,-84.11780032;21125;Laurel County
31.5454641622,-96.5805297375;48293;Limestone County
38.2785594463,-90.1772845526;17133;Monroe County
48.2945125463,-105.016391302;30085;Roosevelt County
37.191870471,-120.717688;06047;Merced County
29.9830664456,-81.8578845259;12019;Clay County
37.2097032695,-88.3538137781;21139;Livingston County
38.2154382436,-85.1947770123;21211;Shelby County
37.7531363894,-88.5407417954;17165;Saline County
42.2454540023,-85.5311845383;26077;Kalamazoo County
40.1636345517,-77.2655238393;42041;Cumberland County
33.9414815247,-84.5766842461;13067;Cobb County
40.5244322568,-98.0512842475;31035;Clay County
35.7846556198,-83.5241923117;47155;Sevier County
32.7534965705,-89.1175728285;28099;Neshoba County
45.394991781,-105.630190704;30075;Powder River County
31.0270650231,-96.5127823741;48395;Robertson County
43.0564977139,-104.47537645;56027;Niobrara County
40.4403578768,-118.404438052;32027;Pershing County
35.1754531586,-88.5636398807;47109;McNairy County
39.1609175598,-86.5231372076;18105;Monroe County
32.7885605367,-91.4567382424;22123;West Carroll Parish
42.638915376,-70.8679199556;25009;Essex County
42.9710217012,-114.811514939;16047;Gooding County
32.4804706054,-94.8169477887;48183;Gregg County
36.2683474959,-92.6842202167;05089;Marion County
37.8102830478,-90.4722676012;29187;St. Francois County
38.8345659231,-77.2762195686;51059;Fairfax County
38.2142048256,-95.2933285252;20003;Anderson County
46.4662809401,-109.844522327;30107;Wheatland County
43.2899298863,-86.5352341115;26121;Muskegon County
38.4164943803,-88.053300973;17047;Edwards County
38.7478811299,-77.4838087142;51683;Manassas city
35.332466935,-79.9054790812;37123;Montgomery County
29.9086211231,-85.2610062794;12045;Gulf County
37.6847615589,-97.4609686791;20173;Sedgwick County
33.7353045888,-93.6684431539;05057;Hempstead County
34.0705125102,-101.8268813;48189;Hale County
35.7025721296,-79.2552758614;37037;Chatham County
35.4953438716,-94.755225505;40135;Sequoyah County
35.926348429,-85.4551771798;47185;White County
55.4885148595,-131.030510343;02130;Ketchikan Gateway Borough
29.0634475051,-81.1485743573;12127;Volusia County
43.3348466891,-97.7544162352;46067;Hutchinson County
38.5086167769,-81.9089929263;54079;Putnam County
41.6487307494,-75.3032577124;42127;Wayne County
39.3009797143,-76.610646905;24510;Baltimore city
37.2442933233,-83.2214816028;21193;Perry County
44.0219511839,-97.6102451711;46097;Miner County
37.9390693081,-76.9408852763;51057;Essex County
32.777645813,-97.8050966636;48367;Parker County
39.8600027881,-88.9615519316;17115;Macon County
35.048611942,-78.8275607671;37051;Cumberland County
37.4012086268,-76.5229667418;51073;Gloucester County
39.7621646287,-104.875801423;08031;Denver County
39.9541358004,-105.052664798;08014;Broomfield County
43.0818860731,-93.7342722978;19081;Hancock County
42.9723307203,-105.507062664;56009;Converse County
45.5403894994,-111.170368946;30031;Gallatin County
34.3325069471,-79.9577199015;45031;Darlington County
33.3489778227,-112.491486812;04013;Maricopa County
36.3592115189,-85.6731507891;47087;Jackson County
44.4704611746,-88.9647928071;55135;Waupaca County
43.5800915709,-73.0366087399;50021;Rutland County
42.2092885613,-97.11926027;31179;Wayne County
34.9915361594,-78.3713906105;37163;Sampson County
42.1717425857,-90.5742293965;19097;Jackson County
33.179875706,-101.298424102;48169;Garza County
43.3779847631,-95.1508300608;19059;Dickinson County
38.9941571642,-76.5675970619;24003;Anne Arundel County
47.5875228967,-99.6609104924;38103;Wells County
33.2142871374,-93.227308885;05027;Columbia County
33.9511687467,-83.3673290793;13059;Clarke County
37.9233794475,-121.951073113;06013;Contra Costa County
43.9416929041,-122.876213921;41039;Lane County
39.3932659263,-98.2093648177;20123;Mitchell County
30.8626068236,-88.6440346093;28039;George County
37.8311453235,-83.823774583;21197;Powell County
31.2532716595,-96.9358470922;48145;Falls County
35.2387731611,-77.6412486292;37107;Lenoir County
32.7014650504,-82.6600810997;13167;Johnson County
30.5988510952,-92.0058568609;22097;St. Landry Parish
37.1913959707,-101.799252231;20129;Morton County
45.9452167902,-93.2934250568;27065;Kanabec County
18.4557008482,-66.3966030173;72145;Vega Baja Municipio
40.6673139262,-111.923601307;49035;Salt Lake County
18.2235175389,-65.9088978011;72077;Juncos Municipio
41.0418321081,-86.6987792624;18131;Pulaski County
38.8785834577,-77.1009715341;51013;Arlington County
33.0251331683,-83.5605241695;13169;Jones County
37.9763768738,-91.3039612785;29055;Crawford County
46.4087959622,-95.7080021514;27111;Otter Tail County
40.5240865228,-82.7940677882;39117;Morrow County
33.0775359877,-94.3435927798;48067;Cass County
45.7711313958,-100.051628546;46021;Campbell County
33.0335103757,-85.0283367991;13285;Troup County
41.8713684138,-71.578520179;44007;Providence County
42.4018650655,-92.7914177407;19075;Grundy County
33.7997498678,-110.811737097;04007;Gila County
48.0662320513,-96.0366682912;27113;Pennington County
39.785156359,-98.7854727927;20183;Smith County
35.8938381553,-86.8986535599;47187;Williamson County
34.7045808679,-97.3093236805;40049;Garvin County
46.9653297577,-104.248943969;30109;Wibaux County
32.5801941764,-93.8823968489;22017;Caddo Parish
30.4964266893,-82.9479591393;12047;Hamilton County
34.9167055034,-83.7372785445;13281;Towns County
33.6756265521,-97.7246531212;48337;Montague County
35.3119550622,-80.2509863077;37167;Stanly County
30.4078429457,-89.9546332243;22103;St. Tammany Parish
47.4909231926,-121.83595173;53033;King County
42.170297478,-76.306316775;36107;Tioga County
36.117697723,-90.5590717273;05055;Greene County
41.2249600832,-73.3712046145;09001;Fairfield County
32.776276295,-81.1407026054;45049;Hampton County
43.2789221432,-96.721824276;46083;Lincoln County
36.7865296888,-85.3884485912;21057;Cumberland County
31.6022829517,-83.2763750394;13155;Irwin County
40.6419821705,-91.4792643967;19111;Lee County
41.6544687417,-105.723910733;56001;Albany County
44.5204732898,-109.587955049;56029;Park County
42.4707837931,-91.837842149;19019;Buchanan County
42.325322722,-87.6311845438;17097;Lake County
32.7666300195,-96.7778770663;48113;Dallas County
41.2197790932,-102.994978749;31033;Cheyenne County
36.7740135585,-91.8865416662;29091;Howell County
40.9879710088,-91.5445322832;19087;Henry County
43.0004744491,-90.1353840185;55049;Iowa County
31.1551977348,-98.8175760649;48411;San Saba County
39.5458317531,-89.2772543125;17021;Christian County
40.4525990445,-92.1470474552;29199;Scotland County
30.8783441069,-84.5790701498;13087;Decatur County
40.9318279821,-90.2132382621;17095;Knox County
45.2827261064,-95.68142838;27151;Swift County
46.9012020299,-117.523057733;53075;Whitman County
41.499810931,-71.2809786997;44005;Newport County
42.0687539209,-89.9343041982;17015;Carroll County
44.6294210298,-121.176237426;41031;Jefferson County
39.090675859,-77.6357053514;51107;Loudoun County
43.6406015599,-84.8467965535;26073;Isabella County
30.2035444978,-90.9112912896;22005;Ascension Parish
37.9529528516,-98.0860066564;20155;Reno County
46.4325011338,-102.460280406;38041;Hettinger County
38.1449736906,-83.74266722;21011;Bath County
32.8318884986,-92.3748055749;22111;Union Parish
39.580876381,-118.335778874;32001;Churchill County
40.1764332141,-98.4999473753;31181;Webster County
35.7933524917,-80.2127487756;37057;Davidson County
40.8759049641,-102.351791195;08115;Sedgwick County
42.7341351105,-94.6787466122;19151;Pocahontas County
35.7415534129,-91.5697116529;05063;Independence County
42.6864089427,-121.650120994;41035;Klamath County
39.8035392391,-74.9597543553;34007;Camden County
38.9166611398,-101.763574005;20199;Wallace County
42.1810916537,-111.813201111;16041;Franklin County
48.2689430235,-98.7201050468;38071;Ramsey County
41.2053450175,-90.7413938887;17131;Mercer County
44.8582538926,-97.7294962958;46025;Clark County
33.1791243873,-100.253305507;48433;Stonewall County
40.4727799619,-90.2074818825;17057;Fulton County
40.4308475737,-95.4280934716;29005;Atchison County
39.4148645227,-85.0602848847;18047;Franklin County
46.6997094485,-88.3521803449;26013;Baraga County
18.1831012969,-67.6050637583;72097;Mayagüez Municipio
42.3513950817,-71.9077266261;25027;Worcester County
35.6786827093,-85.778498039;47177;Warren County
43.759429876,-111.207614545;16081;Teton County
45.5167568769,-104.536158529;30011;Carter County
38.8344683216,-81.6747943199;54035;Jackson County
43.0154568883,-87.5805486607;55079;Milwaukee County
28.0847204066,-96.991438734;48007;Aransas County
34.935737081,-99.5607827211;40055;Greer County
38.5064964441,-122.330538465;06055;Napa County
38.297620662,-78.4668692674;51079;Greene County
14.1515429648,145.215166139;69100;Rota Municipality
39.8777172962,-74.6680674072;34005;Burlington County
38.8613737904,-107.862876811;08029;Delta County
32.5099583696,-84.8770429861;13215;Muscogee County
36.5011043566,-87.8384575868;47161;Stewart County
42.8447493088,-91.3414327747;19043;Clayton County
33.2166030364,-94.9656722276;48449;Titus County
38.4789639679,-98.756464293;20009;Barton County
30.1290721039,-91.6082975068;22099;St. Martin Parish
43.3137033973,-73.4307589223;36115;Washington County
39.4899707456,-86.1016367881;18081;Johnson County
37.5380074268,-77.405844847;51087;Henrico County
46.1117848382,-99.4411921853;38051;McIntosh County
36.3965102811,-78.1067171324;37185;Warren County
32.2641243634,-89.9457980719;28121;Rankin County
37.2850993946,-111.887766252;49025;Kane County
31.2971083422,-82.8799928978;13003;Atkinson County
44.7267746477,-91.2859815878;55035;Eau Claire County
42.48553813,-71.3917424712;25017;Middlesex County
42.8528477813,-77.2998210492;36069;Ontario County
40.813888089,-81.3656367045;39151;Stark County
48.3000250033,-116.601061373;16017;Bonner County
33.5580341574,-92.5030441645;05013;Calhoun County
33.1235144947,-90.0920506122;28051;Holmes County
39.9199582772,-76.7265140685;42133;York County
41.2851032069,-88.4184956524;17063;Grundy County
36.3116475219,-98.5359514102;40093;Major County
35.7051457145,-77.9186629547;37195;Wilson County
29.4711426482,-81.2929913884;12035;Flagler County
40.7050090829,-123.915819446;06023;Humboldt County
32.5897619047,-82.301708462;13107;Emanuel County
32.5637166985,-95.83651612;48467;Van Zandt County
36.5831912624,-79.4088067684;51590;Danville city
41.744942366,-123.957801356;06015;Del Norte County
36.7306482485,-83.6740950601;21013;Bell County
33.6745577167,-85.5187680028;01029;Cleburne County
46.191800961,-117.203075017;53003;Asotin County
18.441029345,-66.79771506;72065;Hatillo Municipio
18.1183693017,145.631090555;69085;Northern Islands Municipality
44.3714339354,-93.7300728963;27079;Le Sueur County
29.6774585804,-90.0977653992;22051;Jefferson Parish
29.8468719706,-93.1988964755;22023;Cameron Parish
39.2356038944,-76.0958206019;24029;Kent County
36.9233401324,-76.2456336955;51710;Norfolk city
39.509995074,-80.2433983428;54049;Marion County
39.301369579,-120.768752113;06057;Nevada County
38.4794187776,-99.9161797856;20135;Ness County
46.1932195454,-122.680974546;53015;Cowlitz County
30.1956117481,-82.9914923725;12121;Suwannee County
46.3339973594,-104.417423806;30025;Fallon County
30.4441430277,-83.4701228264;12079;Madison County
18.3969534214,-65.9687553171;72031;Carolina Municipio
30.8419677363,-83.5802119065;13027;Brooks County
42.3029409617,-79.4057576347;36013;Chautauqua County
34.4416706415,-87.8438119782;01059;Franklin County
31.7686268414,-106.23481792;48141;El Paso County
40.1245363517,-89.3675209057;17107;Logan County
37.191604867,-98.0754955835;20077;Harper County
39.7027072964,-112.784789329;49023;Juab County
40.3672314599,-76.4577127611;42075;Lebanon County
43.1138468547,-74.4221748142;36035;Fulton County
